Graph
Time (Seconds),X (Meters),Y (Meters),Z (Meters)
30.949814,-0.045000,0.172000,0.004800
30.999813,-0.050000,0.174000,0.004800
31.049812,-0.050000,0.174000,0.004800
31.099812,-0.055000,0.176000,0.004800
31.149811,-0.064000,0.180000,0.004800
31.199810,-0.069000,0.178000,0.004800
31.249809,-0.071000,0.174000,0.004800
31.299809,-0.071000,0.174000,0.004800
31.349808,-0.076000,0.171000,0.004800
31.399807,-0.080000,0.168000,0.004800
31.449806,-0.085000,0.165000,0.004800
31.499805,-0.097000,0.156000,0.004800
31.549805,-0.097000,0.156000,0.004800
31.599804,-0.102000,0.153000,0.004800
31.649803,-0.109000,0.141000,0.004800
31.699802,-0.116000,0.134000,0.004800
31.749802,-0.124000,0.127000,0.004800
31.799801,-0.126000,0.123000,0.004800
31.849800,-0.138000,0.108000,0.004800
31.899799,-0.138000,0.108000,0.004800
31.949799,-0.146000,0.096000,0.004800
31.999798,-0.154000,0.083000,0.004800
32.049797,-0.161000,0.071000,0.004800
32.099796,-0.167000,0.062000,0.004800
32.149796,-0.174000,0.049000,0.004800
32.199795,-0.180000,0.040000,0.004800
32.249794,-0.185000,0.032000,0.004800
32.299793,-0.196000,0.014000,0.004800
32.349792,-0.204000,-0.000000075,0.004800
32.399792,-0.210000,-0.009000,0.004800
32.449791,-0.216000,-0.024000,0.004800
32.499790,-0.222000,-0.039000,0.004800
32.549789,-0.225000,-0.050000,0.004800
32.599789,-0.228000,-0.060000,0.004800
32.649788,-0.231000,-0.071000,0.004800
32.699787,-0.234000,-0.082000,0.004800
32.749786,-0.235000,-0.094000,0.004800
32.799786,-0.238000,-0.105000,0.004800
32.849785,-0.238000,-0.112000,0.004800
32.899784,-0.238000,-0.118000,0.004800
32.949783,-0.238000,-0.124000,0.004800
32.999783,-0.237000,-0.125000,0.004800
33.049782,-0.234000,-0.132000,0.004800
33.099781,-0.231000,-0.134000,0.004800
33.149780,-0.231000,-0.134000,0.004800
33.199780,-0.228000,-0.135000,0.004800
33.249779,-0.228000,-0.135000,0.004800
33.299778,-0.228000,-0.135000,0.004800
33.349777,-0.228000,-0.135000,0.004800
33.399776,-0.228000,-0.135000,0.004800
33.449776,-0.226000,-0.136000,0.004800
33.499775,-0.217000,-0.121000,0.004800
33.549774,-0.205000,-0.101000,0.004800
33.599773,-0.185000,-0.067000,0.004800
33.649773,-0.174000,-0.048000,0.004800
33.699772,-0.163000,-0.023000,0.004800
33.749771,-0.155000,0.007000,0.004800
33.799770,-0.147000,0.031000,0.004800
33.849770,-0.139000,0.066000,0.004800
33.899769,-0.134000,0.085000,0.004800
33.949768,-0.129000,0.108000,0.004800
33.999767,-0.127000,0.122000,0.004800
34.049767,-0.122000,0.135000,0.004800
34.099766,-0.122000,0.145000,0.004800
34.149765,-0.118000,0.163000,0.004800
34.199764,-0.118000,0.172000,0.004800
34.249763,-0.119000,0.183000,0.004800
34.299763,-0.118000,0.201000,0.004800
34.349762,-0.118000,0.201000,0.004800
34.399761,-0.118000,0.205000,0.004800
34.449760,-0.118000,0.215000,0.004800
34.499760,-0.118000,0.219000,0.004800
34.549759,-0.120000,0.220000,0.004800
34.599758,-0.120000,0.220000,0.004800
34.649757,-0.124000,0.222000,0.004800
34.699757,-0.127000,0.223000,0.004800
34.749756,-0.132000,0.225000,0.004800
34.799755,-0.136000,0.227000,0.004800
34.849754,-0.146000,0.223000,0.004800
34.899754,-0.146000,0.223000,0.004800
34.949753,-0.151000,0.220000,0.004800
34.999752,-0.163000,0.211000,0.004800
35.049751,-0.173000,0.201000,0.004800
35.099751,-0.178000,0.198000,0.004800
35.149750,-0.180000,0.194000,0.004800
35.199749,-0.188000,0.183000,0.004800
35.249748,-0.188000,0.183000,0.004800
35.299747,-0.190000,0.179000,0.004800
35.349747,-0.195000,0.171000,0.004800
35.399746,-0.201000,0.163000,0.004800
35.449745,-0.206000,0.155000,0.004800
35.499744,-0.216000,0.139000,0.004800
35.549744,-0.219000,0.135000,0.004800
35.599743,-0.222000,0.131000,0.004800
35.649742,-0.224000,0.127000,0.004800
35.699741,-0.225000,0.122000,0.004800
35.749741,-0.225000,0.122000,0.004800
35.799740,-0.225000,0.122000,0.004800
35.849739,-0.225000,0.122000,0.004800
35.899738,-0.225000,0.122000,0.004800
35.949738,-0.225000,0.122000,0.004800
35.999737,-0.225000,0.122000,0.004800
36.049736,-0.225000,0.122000,0.004800
36.099735,-0.225000,0.122000,0.004800
36.149734,-0.225000,0.122000,0.004800
36.199734,-0.225000,0.122000,0.004800
36.249733,-0.223000,0.125000,0.004800
36.299732,-0.220000,0.129000,0.004800
36.349731,-0.220000,0.139000,0.004800
36.399731,-0.217000,0.143000,0.004800
36.449730,-0.217000,0.153000,0.004800
36.499729,-0.218000,0.159000,0.004800
36.549728,-0.218000,0.164000,0.004800
36.599728,-0.218000,0.169000,0.004800
36.649727,-0.218000,0.174000,0.004800
36.699726,-0.220000,0.175000,0.004800
36.749725,-0.220000,0.175000,0.004800
36.799725,-0.220000,0.180000,0.004800
36.849724,-0.220000,0.180000,0.004800
36.899723,-0.223000,0.181000,0.004800
36.949722,-0.221000,0.185000,0.004800
36.999722,-0.225000,0.187000,0.004800
37.049721,-0.227000,0.188000,0.004800
37.099720,-0.227000,0.188000,0.004800
37.149719,-0.226000,0.192000,0.004800
37.199718,-0.227000,0.192000,0.004800
37.249718,-0.230000,0.193000,0.004800
37.299717,-0.230000,0.193000,0.004800
37.349716,-0.232000,0.194000,0.004800
37.399715,-0.235000,0.195000,0.004800
37.449715,-0.237000,0.196000,0.004800
37.499714,-0.242000,0.195000,0.004800
37.549713,-0.245000,0.195000,0.004800
37.599712,-0.247000,0.192000,0.004800
37.649712,-0.252000,0.189000,0.004800
37.699711,-0.258000,0.186000,0.004800
37.749710,-0.260000,0.182000,0.004800
37.799709,-0.263000,0.182000,0.004800
37.849709,-0.263000,0.182000,0.004800
37.899708,-0.274000,0.172000,0.004800
37.949707,-0.276000,0.169000,0.004800
37.999706,-0.279000,0.165000,0.004800
38.049706,-0.279000,0.165000,0.004800
38.099705,-0.288000,0.153000,0.004800
38.149704,-0.288000,0.153000,0.004800
38.199703,-0.290000,0.149000,0.004800
38.249702,-0.299000,0.131000,0.004800
38.299702,-0.299000,0.131000,0.004800
38.349701,-0.303000,0.122000,0.004800
38.399700,-0.306000,0.113000,0.004800
38.449699,-0.312000,0.104000,0.004800
38.499699,-0.313000,0.094000,0.004800
38.549698,-0.320000,0.069000,0.004800
38.599697,-0.320000,0.069000,0.004800
38.649696,-0.320000,0.058000,0.004800
38.699696,-0.324000,0.048000,0.004800
38.749695,-0.324000,0.043000,0.004800
38.799694,-0.323000,0.036000,0.004800
38.849693,-0.320000,0.035000,0.004800
38.899693,-0.318000,0.034000,0.004800
38.949692,-0.315000,0.033000,0.004800
38.999691,-0.310000,0.031000,0.004800
39.049690,-0.307000,0.030000,0.004800
39.099689,-0.304000,0.029000,0.004800
39.149689,-0.302000,0.027000,0.004800
39.199688,-0.299000,0.026000,0.004800
39.249687,-0.296000,0.025000,0.004800
39.299686,-0.293000,0.029000,0.004800
39.349686,-0.291000,0.029000,0.004800
39.399685,-0.288000,0.032000,0.004800
39.449684,-0.282000,0.041000,0.004800
39.499683,-0.279000,0.046000,0.004800
39.549683,-0.273000,0.054000,0.004800
39.599682,-0.267000,0.063000,0.004800
39.649681,-0.261000,0.072000,0.004800
39.699680,-0.261000,0.072000,0.004800
39.749680,-0.247000,0.093000,0.004800
39.799679,-0.247000,0.093000,0.004800
39.849678,-0.247000,0.098000,0.004800
39.899677,-0.247000,0.104000,0.004800
39.949677,-0.247000,0.109000,0.004800
39.999676,-0.247000,0.109000,0.004800
40.049675,-0.251000,0.116000,0.004800
40.099674,-0.253000,0.117000,0.004800
40.149673,-0.256000,0.118000,0.004800
40.199673,-0.261000,0.120000,0.004800
40.249672,-0.263000,0.121000,0.004800
40.299671,-0.271000,0.124000,0.004800
40.349670,-0.276000,0.122000,0.004800
40.399670,-0.282000,0.119000,0.004800
40.449669,-0.293000,0.113000,0.004800
40.499668,-0.304000,0.101000,0.004800
40.549667,-0.310000,0.098000,0.004800
40.599667,-0.315000,0.095000,0.004800
40.649666,-0.321000,0.092000,0.004800
40.699665,-0.329000,0.084000,0.004800
40.749664,-0.335000,0.081000,0.004800
40.799664,-0.344000,0.073000,0.004800
40.849663,-0.353000,0.065000,0.004800
40.899662,-0.359000,0.057000,0.004800
40.949661,-0.362000,0.052000,0.004800
40.999660,-0.368000,0.043000,0.004800
41.049660,-0.375000,0.034000,0.004800
41.099659,-0.378000,0.030000,0.004800
41.149658,-0.381000,0.025000,0.004800
41.199657,-0.385000,0.020000,0.004800
41.249657,-0.385000,0.020000,0.004800
41.299656,-0.385000,0.020000,0.004800
41.349655,-0.385000,0.020000,0.004800
41.399654,-0.385000,0.020000,0.004800
41.449654,-0.385000,0.020000,0.004800
41.499653,-0.385000,0.020000,0.004800
41.549652,-0.385000,0.020000,0.004800
41.599651,-0.385000,0.020000,0.004800
41.649651,-0.385000,0.020000,0.004800
41.699650,-0.385000,0.020000,0.004800
41.749649,-0.385000,0.020000,0.004800
41.799648,-0.385000,0.020000,0.004800
41.849648,-0.385000,0.020000,0.004800
41.899647,-0.385000,0.020000,0.004800
41.949646,-0.385000,0.020000,0.004800
41.999645,-0.385000,0.020000,0.004800
42.049644,-0.385000,0.020000,0.004800
42.099644,-0.385000,0.020000,0.004800
42.149643,-0.385000,0.020000,0.004800
42.199642,-0.385000,0.020000,0.004800
42.249641,-0.385000,0.020000,0.004800
42.299641,-0.385000,0.020000,0.004800
42.349640,-0.385000,0.020000,0.004800
42.399639,-0.385000,0.020000,0.004800
42.449638,-0.385000,0.020000,0.004800
42.499638,-0.385000,0.020000,0.004800
42.549637,-0.385000,0.020000,0.004800
42.599636,-0.385000,0.020000,0.004800
42.649635,-0.385000,0.020000,0.004800
42.699635,-0.385000,0.020000,0.004800
42.749634,-0.385000,0.020000,0.004800
42.799633,-0.385000,0.020000,0.004800
42.849632,-0.385000,0.020000,0.004800
42.899632,-0.385000,0.020000,0.004800
42.949631,-0.385000,0.020000,0.004800
42.999630,-0.385000,0.020000,0.004800
43.049629,-0.385000,0.020000,0.004800
43.099628,-0.385000,0.020000,0.004800
43.149628,-0.385000,0.020000,0.004800
43.199627,-0.385000,0.020000,0.004800
43.249626,-0.385000,0.020000,0.004800
43.299625,-0.385000,0.020000,0.004800
43.349625,-0.385000,0.020000,0.004800
43.399624,-0.385000,0.020000,0.004800
43.449623,-0.385000,0.020000,0.004800
43.499622,-0.385000,0.020000,0.004800
43.549622,-0.385000,0.020000,0.004800
43.599621,-0.385000,0.020000,0.004800
43.649620,-0.385000,0.020000,0.004800
43.699619,-0.385000,0.020000,0.004800
43.749619,-0.385000,0.020000,0.004800
43.799618,-0.385000,0.020000,0.004800
43.849617,-0.385000,0.020000,0.004800
43.899616,-0.385000,0.020000,0.004800
43.949615,-0.385000,0.020000,0.004800
43.999615,-0.385000,0.020000,0.004800
44.049614,-0.385000,0.020000,0.004800
44.099613,-0.385000,0.020000,0.004800
44.149612,-0.385000,0.020000,0.004800
44.199612,-0.385000,0.020000,0.004800
44.249611,-0.385000,0.020000,0.004800
44.299610,-0.385000,0.020000,0.004800
44.349609,-0.385000,0.020000,0.004800
44.399609,-0.385000,0.020000,0.004800
44.449608,-0.385000,0.020000,0.004800
44.499607,-0.385000,0.020000,0.004800
44.549606,-0.385000,0.020000,0.004800
44.599606,-0.385000,0.020000,0.004800
44.649605,-0.385000,0.020000,0.004800
44.699604,-0.385000,0.020000,0.004800
44.749603,-0.385000,0.020000,0.004800
44.799603,-0.385000,0.020000,0.004800
44.849602,-0.385000,0.020000,0.004800
44.899601,-0.385000,0.020000,0.004800
44.949600,-0.385000,0.020000,0.004800
44.999599,-0.385000,0.020000,0.004800
45.049599,-0.385000,0.020000,0.004800
45.099598,-0.385000,0.020000,0.004800
45.149597,-0.385000,0.020000,0.004800
45.199596,-0.385000,0.020000,0.004800
45.249596,-0.385000,0.020000,0.004800
45.299595,-0.385000,0.020000,0.004800
45.349594,-0.385000,0.020000,0.004800
45.399593,-0.385000,0.020000,0.004800
45.449593,-0.385000,0.020000,0.004800
45.499592,-0.385000,0.020000,0.004800
45.549591,-0.385000,0.020000,0.004800
45.599590,-0.385000,0.020000,0.004800
45.649590,-0.385000,0.020000,0.004800
45.699589,-0.385000,0.020000,0.004800
45.749588,-0.385000,0.020000,0.004800
45.799587,-0.385000,0.020000,0.004800
45.849586,-0.385000,0.020000,0.004800
45.899586,-0.385000,0.020000,0.004800
45.949585,-0.385000,0.020000,0.004800
45.999584,-0.385000,0.020000,0.004800
46.049583,-0.385000,0.020000,0.004800
46.099583,-0.385000,0.020000,0.004800
46.149582,-0.385000,0.020000,0.004800
46.199581,-0.385000,0.020000,0.004800
46.249580,-0.385000,0.020000,0.004800
46.299580,-0.385000,0.020000,0.004800
46.349579,-0.385000,0.020000,0.004800
46.399578,-0.385000,0.020000,0.004800
46.449577,-0.385000,0.020000,0.004800
46.499577,-0.385000,0.020000,0.004800
46.549576,-0.385000,0.020000,0.004800
46.599575,-0.385000,0.020000,0.004800
46.649574,-0.385000,0.020000,0.004800
46.699574,-0.385000,0.020000,0.004800
46.749573,-0.385000,0.020000,0.004800
46.799572,-0.385000,0.020000,0.004800
46.849571,-0.385000,0.020000,0.004800
46.899570,-0.385000,0.020000,0.004800
46.949570,-0.385000,0.020000,0.004800
46.999569,-0.385000,0.020000,0.004800
47.049568,-0.385000,0.020000,0.004800
47.099567,-0.385000,0.020000,0.004800
47.149567,-0.385000,0.020000,0.004800
47.199566,-0.385000,0.020000,0.004800
47.249565,-0.385000,0.020000,0.004800
47.299564,-0.385000,0.020000,0.004800
47.349564,-0.385000,0.020000,0.004800
47.399563,-0.385000,0.020000,0.004800
47.449562,-0.385000,0.020000,0.004800
47.499561,-0.385000,0.020000,0.004800
47.549561,-0.385000,0.020000,0.004800
47.599560,-0.385000,0.020000,0.004800
47.649559,-0.385000,0.020000,0.004800
47.699558,-0.385000,0.020000,0.004800
47.749557,-0.385000,0.020000,0.004800
47.799557,-0.385000,0.020000,0.004800
47.849556,-0.385000,0.020000,0.004800
47.899555,-0.385000,0.020000,0.004800
47.949554,-0.385000,0.020000,0.004800
47.999554,-0.385000,0.020000,0.004800
48.049553,-0.385000,0.020000,0.004800
48.099552,-0.385000,0.020000,0.004800
48.149551,-0.385000,0.020000,0.004800
48.199551,-0.385000,0.020000,0.004800
48.249550,-0.385000,0.020000,0.004800
48.299549,-0.385000,0.020000,0.004800
48.349548,-0.385000,0.020000,0.004800
48.399548,-0.385000,0.020000,0.004800
48.449547,-0.385000,0.020000,0.004800
48.499546,-0.385000,0.020000,0.004800
48.549545,-0.385000,0.020000,0.004800
48.599545,-0.385000,0.020000,0.004800
48.649544,-0.385000,0.020000,0.004800
48.699543,-0.385000,0.020000,0.004800
48.749542,-0.385000,0.020000,0.004800
48.799541,-0.385000,0.020000,0.004800
48.849541,-0.385000,0.020000,0.004800
48.899540,-0.385000,0.020000,0.004800
48.949539,-0.385000,0.020000,0.004800
48.999538,-0.385000,0.020000,0.004800
49.049538,-0.385000,0.020000,0.004800
49.099537,-0.385000,0.020000,0.004800
49.149536,-0.385000,0.020000,0.004800
49.199535,-0.385000,0.020000,0.004800
49.249535,-0.385000,0.020000,0.004800
49.299534,-0.385000,0.020000,0.004800
49.349533,-0.385000,0.020000,0.004800
49.399532,-0.385000,0.020000,0.004800
49.449532,-0.385000,0.020000,0.004800
49.499531,-0.385000,0.020000,0.004800
49.549530,-0.385000,0.020000,0.004800
49.599529,-0.385000,0.020000,0.004800
49.649529,-0.385000,0.020000,0.004800
49.699528,-0.385000,0.020000,0.004800
49.749527,-0.385000,0.020000,0.004800
49.799526,-0.385000,0.020000,0.004800
49.849525,-0.385000,0.020000,0.004800
49.899525,-0.385000,0.020000,0.004800
49.949524,-0.385000,0.020000,0.004800
49.999523,-0.385000,0.020000,0.004800
50.049522,-0.385000,0.020000,0.004800
50.099522,-0.385000,0.020000,0.004800
50.149521,-0.385000,0.020000,0.004800
50.199520,-0.385000,0.020000,0.004800
50.249519,-0.385000,0.020000,0.004800

